ID;ShopID;ProductID
1167;16;252
1168;16;8562
1169;16;1595
1170;16;7183
1171;16;6526
1172;16;3651
1173;16;2370
1174;16;8660
1175;16;5894
1176;16;8702
1177;16;3064
1178;16;8526
1179;16;7008
1180;16;603
1181;16;5671
1182;16;6914
1183;16;5237
1184;16;5912
1185;16;8544
1186;16;2514
1187;16;5501
1188;16;235
1189;16;6785
1190;16;1115
1191;16;8998
1192;16;9485
1193;16;8610
1194;16;4946
1195;16;1002
1196;17;5431
1197;17;4153
1198;17;129
1199;17;4904
1200;17;594
1201;17;5767
1202;17;4289
1203;17;6922
1204;17;801
1205;17;2620
1206;17;8742
1207;17;7808
1208;17;8603
1209;17;9274
1210;17;9642
1211;17;1767
1212;17;4273
1213;17;4786
1214;17;113
1215;17;3960
1216;17;2268
1217;17;5375
1218;17;9544
1219;17;5059
1220;17;1445
1221;17;7008
1222;17;3178
1223;17;4292
1224;17;6927
1225;17;4252
1226;17;4217
1227;17;1577
1228;17;8128
1229;17;9023
1230;17;3187
1231;17;7925
1232;17;3953
1233;17;1867
1234;17;7164
1235;17;2869
1236;17;5677
1237;17;8596
1238;17;202
1239;17;4732
1240;17;1324
1241;17;4662
1242;17;5838
1243;17;1597
1244;17;7619
1245;17;8341
1246;17;8620
1247;17;6480
1248;17;9179
1249;17;394
1250;17;5224
1251;17;3380
1252;17;7102
1253;17;2733
1254;17;644
1255;17;9288
1256;17;6380
1257;17;7230
1258;17;1604
1259;17;238
1260;17;280
1261;17;7357
1262;17;4479
1263;17;7065
1264;17;4366
1265;17;9217
1266;17;7687
1267;17;8716
1268;17;2733
1269;17;8078
1270;17;3446
1271;17;8263
1272;17;7745
1273;17;4421
1274;17;8332
1275;17;9928
1276;17;8373
1277;17;2753
1278;17;1790
1279;17;3940
1280;17;6906
1281;17;761
1282;17;9944
1283;17;3092
1284;17;4776
1285;17;7708
1286;17;8247
1287;17;2663
1288;17;2289
1289;17;1662
1290;17;3389
1291;17;835
1292;17;7678
1293;17;4640
1294;17;1203
1295;17;6460
1296;17;4263
1297;17;4729
1298;17;5318
1299;17;381
1300;17;5558
1301;17;6860
1302;17;6868
1303;17;6148
1304;17;723
1305;17;9280
1306;17;2091
1307;17;3998
1308;17;624
1309;17;8649
1310;17;1083
1311;17;6357
1312;17;5363
1313;17;3209
1314;17;4488
1315;17;3860
1316;17;4146
1317;17;9304
1318;17;9778
1319;17;5289
1320;17;3271
1321;17;8559
1322;17;8114
1323;17;1357
1324;17;4348
1325;17;9604
1326;17;3262
1327;17;2512
1328;17;7287
1329;17;7237
1330;17;3065
1331;17;2931
1332;17;9434
1333;17;2528
1334;17;578
1335;17;5170
1336;17;4572
1337;17;1402
1338;17;8913
1339;17;7522
1340;17;8372
1341;17;8555
1342;17;8390
1343;17;9641
1344;17;1829
1345;17;304
1346;17;3010
1347;17;3758
1348;17;4491
1349;17;9194
1350;17;2146
1351;17;1128
1352;17;3977
1353;17;7317
1354;17;8069
1355;17;6688
1356;17;3932
1357;17;2444
1358;17;5467
1359;17;8924
1360;17;5005
1361;17;1933
1362;17;6619
1363;17;3445
1364;17;6919
1365;17;7483
1366;17;6390
1367;17;2778
1368;17;6337
1369;17;9361
1370;17;2844
1371;17;9829
1372;17;597
1373;17;3002
1374;17;3048
1375;17;9262
1376;18;2568
1377;18;5116
1378;18;1172
1379;18;5034
1380;18;2632
1381;18;8484
1382;18;3800
1383;18;7468
1384;18;8109
1385;18;7229
1386;18;6481
1387;18;4414
1388;18;4831
1389;18;6238
1390;18;721
1391;18;2701
1392;18;4918
1393;18;7679
1394;18;6579
1395;18;4091
1396;18;8167
1397;18;1895
1398;18;6875
1399;18;3340
1400;18;5966
1401;18;4396
1402;18;3519
1403;18;4335
1404;18;6432
1405;18;9746
1406;18;6261
1407;18;5152
1408;18;7209
1409;18;514
1410;18;2940
1411;18;3885
1412;18;6510
1413;18;6223
1414;18;8628
1415;18;9295
1416;18;4125
1417;18;5882
1418;18;9841
1419;18;5013
1420;18;1720
1421;18;5079
1422;18;3399
1423;18;4228
1424;18;1544
1425;18;8227
1426;18;6294
1427;18;6643
1428;18;3992
1429;18;9954
1430;18;9558
1431;18;5340
1432;18;8024
1433;18;228
1434;18;3261
1435;18;8107
1436;18;3714
1437;18;2982
1438;18;272
1439;18;2251
1440;18;5447
1441;18;8959
1442;18;3328
1443;18;6168
1444;18;2595
1445;18;5249
1446;19;6888
1447;19;1561
1448;19;6471
1449;19;235
1450;19;4647
1451;19;2851
1452;19;7845
1453;19;3049
1454;19;2509
1455;19;6678
1456;19;2101
1457;19;9853
1458;19;2900
1459;19;5847
1460;19;3807
1461;19;7155
1462;19;6055
1463;19;318
1464;19;3124
1465;19;1455
1466;19;1128
1467;19;2286
1468;19;2054
1469;19;6775
1470;19;3471
1471;19;7573
1472;19;9351
1473;19;2892
1474;19;2505
1475;19;4520
1476;19;9468
1477;19;3025
1478;19;4383
1479;19;3453
1480;19;8967
1481;19;2292
1482;19;6163
1483;19;5710
1484;19;7079
1485;19;5821
1486;19;4296
1487;19;2904
1488;19;8324
1489;19;5167
1490;19;5784
1491;19;825
1492;19;8499
1493;19;2371
1494;19;1106
1495;19;9246
1496;19;1362
1497;19;2394
1498;19;2201
1499;19;6711
1500;19;4317
1501;19;6841
1502;19;1118
1503;19;7066
1504;19;4006
1505;19;8056
1506;19;8451
1507;19;6904
1508;19;3036
1509;19;8397
1510;19;322
1511;19;4971
1512;19;6200
1513;19;2460
1514;19;695
1515;19;9235
1516;19;8143
1517;19;7017
1518;19;3210
1519;19;1047
1520;19;5772
1521;19;8182
1522;19;1717
1523;19;9623
1524;19;8590
1525;19;4122
1526;19;5014
1527;19;2421
1528;19;9072
1529;19;4275
1530;19;5137
1531;19;9544
1532;20;7971
1533;20;4586
1534;20;9399
1535;20;3479
1536;20;2048
1537;20;2656
1538;20;3261
1539;20;7982
1540;20;8011
1541;20;3125
1542;20;3049
1543;20;6204
1544;20;435
1545;20;342
1546;20;9461
1547;20;7650
1548;20;3174
1549;20;709
1550;20;9075
1551;20;825
1552;20;5395
1553;20;8936
1554;20;8142
1555;20;28
1556;20;9927
1557;20;4837
1558;20;5846
1559;20;8452
1560;20;2559
1561;20;6219
1562;20;9130
1563;20;1767
1564;20;1075
1565;20;3212
1566;20;2348
1567;20;1746
1568;20;9547
1569;20;6633
1570;20;8492
1571;20;2088
1572;20;4346
1573;20;626
1574;20;3163
1575;20;957
1576;20;9074
1577;20;7038
1578;20;1891
1579;20;5832
1580;20;7893
1581;20;3955
1582;20;970
1583;20;2086
1584;20;1545
1585;20;3938
1586;20;5132
1587;20;3342
1588;20;2061
1589;20;634
1590;20;1094
1591;20;6841
1592;20;3823
1593;20;1065
1594;20;32
1595;20;9188
1596;20;4082
1597;20;436
1598;20;4278
1599;20;1525
1600;20;7281
1601;20;7946
1602;20;9384
1603;20;444
1604;20;352
1605;20;1811
1606;20;7013
1607;20;6428
1608;20;8763
1609;20;2424
1610;20;3351
1611;20;1313
1612;20;4841
1613;20;8678
1614;20;8487
1615;20;8706
1616;20;5611
1617;20;5398
1618;20;5354
1619;20;4967
1620;20;1199
1621;20;7965
1622;20;6109
1623;20;72
1624;20;3891
1625;20;878
1626;20;2278
1627;20;8858
1628;20;7663
1629;20;8578
1630;20;8985
1631;20;8958
1632;20;2463
1633;21;7471
1634;21;9697
1635;21;6874
1636;22;9854
1637;22;1059
1638;22;9648
1639;22;5950
1640;22;3712
1641;22;7835
1642;22;6109
1643;22;2497
1644;22;1157
1645;22;6311
1646;22;8309
1647;22;4875
1648;22;8631
1649;22;6094
1650;22;7664
1651;22;8543
1652;22;8825
1653;22;817
1654;22;200
1655;22;6653
1656;22;9879
1657;22;5905
1658;22;3898
1659;22;7278
1660;22;7481
1661;22;2448
1662;22;74
1663;22;9603
1664;22;8737
1665;22;4114
1666;22;1067
1667;22;9630
1668;22;7876
1669;22;516
1670;22;5354
1671;22;7269
1672;22;2583
1673;22;6245
1674;22;7648
1675;22;5883
1676;22;7888
1677;22;8145
1678;22;4470
1679;22;9193
1680;22;2464
1681;22;7302
1682;22;8944
1683;22;4964
1684;22;2924
1685;22;1378
1686;22;3011
1687;22;5900
1688;22;3039
1689;22;4084
1690;22;2024
1691;22;6976
1692;22;4936
1693;22;605
1694;22;3437
1695;22;4190
1696;22;3793
1697;22;7113
1698;22;923
1699;22;7171
1700;22;7815
1701;22;1678
1702;22;8221
1703;22;5562
1704;22;8527
1705;22;9069
1706;23;6785
1707;23;5880
1708;23;9445
1709;23;3421
1710;23;105
1711;23;8273
1712;23;4844
1713;23;9602
1714;23;3450
1715;23;4517
1716;23;7074
1717;23;9179
1718;23;2956
1719;23;3462
1720;23;3253
1721;23;6821
1722;23;2867
1723;23;5862
1724;23;3560
1725;23;3656
1726;23;6230
1727;23;3390
1728;23;5184
1729;23;7644
1730;23;9756
1731;23;3376
1732;23;9310
1733;23;7391
1734;23;6669
1735;23;7121
1736;23;9404
1737;23;3079
1738;23;7089
1739;23;8782
1740;23;6854
1741;23;3243
1742;23;4567
1743;23;1941
1744;23;98
1745;23;9828
1746;23;4006
1747;23;143
1748;23;8760
1749;23;449
1750;23;761
1751;23;156
1752;23;3319
1753;23;4964
1754;23;3624
1755;23;2490
1756;23;2922
1757;23;3306
1758;23;8686
1759;23;8112
1760;23;3005
1761;23;7505
1762;23;51
1763;23;3912
1764;23;9963
1765;23;308
1766;23;8334
1767;23;4889
1768;23;4729
1769;23;5756
1770;23;8613
1771;23;2846
1772;23;2923
1773;23;7759
1774;23;9746
1775;23;3004
1776;23;9613
1777;23;3249
1778;23;4086
1779;23;4995
1780;23;3272
1781;23;5762
1782;23;4883
1783;23;2326
1784;23;6774
1785;23;9790
1786;23;9693
1787;23;7209
1788;23;1160
1789;23;2064
1790;23;102
1791;23;9205
1792;23;7284
1793;23;4284
1794;23;5360
1795;23;7554
1796;23;9929
1797;23;1277
1798;23;8545
1799;23;1585
1800;23;8851
1801;23;2355
1802;23;2918
1803;23;6669
1804;23;2560
1805;23;8851
1806;23;2457
1807;23;2316
1808;23;8840
1809;23;456
1810;23;4890
1811;23;2514
1812;23;8282
1813;23;9906
1814;23;5485
1815;23;2436
1816;23;6944
1817;23;7150
1818;23;7113
1819;24;8284
1820;24;2947
1821;24;2020
1822;24;166
1823;24;1186
1824;24;6765
1825;24;4173
1826;24;8498
1827;25;3267
1828;25;1045
1829;25;9504
1830;25;3913
1831;25;8579
1832;25;2304
1833;25;4338
1834;25;8638
1835;25;6421
1836;25;8079
1837;25;3215
1838;25;9475
1839;25;5970
1840;25;1538
1841;25;3150
1842;25;3294
1843;25;2248
1844;25;3792
1845;25;1703
1846;25;3875
1847;25;2462
1848;25;3798
1849;25;425
1850;25;772
1851;25;2779
1852;25;3335
1853;25;2193
1854;25;585
1855;25;3144
1856;25;3192
1857;25;4407
1858;25;7997
1859;25;3640
1860;25;9525
1861;25;8448
1862;25;2943
1863;25;2210
1864;25;3314
1865;25;8432
1866;25;8652
1867;25;8685
1868;25;5351
1869;25;9446
1870;25;1312
1871;25;6727
1872;25;5488
1873;25;3512
1874;25;2124
1875;25;8047
1876;25;5756
1877;25;7987
1878;25;3015
1879;25;1130
1880;25;3836
1881;25;413
1882;25;5371
1883;25;3951
1884;25;826
1885;25;38
1886;25;1137
1887;25;844
1888;25;7220
1889;25;8821
1890;25;327
1891;25;6566
1892;25;5033
1893;25;7187
1894;25;7248
