ID;AvailabilityID;SaleReceiptID
158;69431;39
159;40654;40
160;40643;40
161;40612;40
162;40644;40
163;40626;40
164;34046;41
165;88734;42
166;88735;42
167;88734;42
168;88735;42
169;88736;42
170;88736;42
171;88734;42
172;48379;43
173;14722;44
174;14636;44
175;14670;44
176;14636;44
177;14655;44
178;14691;44
179;14710;44
180;51182;45
181;51120;45
182;51179;45
183;51064;45
184;51092;45
185;51081;45
186;35859;46
187;35855;46
188;35876;46
189;35967;46
190;91083;47
191;34932;48
192;34925;48
193;34907;48
194;3984;49
195;3989;49
196;3914;49
197;3900;49
198;3904;49
199;3998;49
200;65591;50
201;65520;50
202;65590;50
203;65515;50
204;65591;50
205;65571;50
206;65595;50
207;50568;51
208;50440;51
209;50476;51
210;50484;51
211;50548;51
212;50559;51
213;54000;52
214;16756;53
215;63308;54
216;4268;55
217;4164;55
218;38533;56
219;51791;57
220;51754;57
221;88368;58
222;88386;58
223;88416;58
224;88421;58
225;38671;59
226;15926;60
227;16059;60
228;15970;60
229;15972;60
230;39832;61
231;39823;61
232;39829;61
233;39850;61
234;79592;62
235;79554;62
236;79593;62
237;79599;62
238;79577;62
239;79617;62
240;79600;62
241;39432;63
242;39486;63
243;39458;63
244;39449;63
245;39398;63
246;39470;63
247;55457;64
248;55382;64
249;55466;64
250;55496;64
251;55475;64
252;55507;64
253;34151;65
254;34145;65
255;34150;65
256;34149;65
257;34150;65
258;34147;65
259;34151;65
260;82759;66
261;82764;66
262;82747;66
263;82767;66
264;82771;66
265;82753;66
266;56083;67
267;56068;67
268;56060;67
269;56099;67
270;56052;67
271;56081;67
272;30864;68
273;30830;68
274;30864;68
275;26298;69
276;26295;69
277;26294;69
278;26309;69
279;35136;70
280;35085;70
281;35080;70
282;35138;70
283;46306;71
284;46388;71
285;46295;71
286;63121;72
287;63144;72
288;63127;72
289;63121;72
290;63136;72
291;63114;72
292;63125;72
293;20008;73
294;20035;73
295;20107;73
296;20050;73
297;20009;73
298;20040;73
299;20069;73
300;21530;74
301;21556;74
302;21532;74
303;21541;74
304;21542;74
305;21543;74
306;59471;75
307;59478;75
308;59476;75
309;59454;75
310;59526;75
311;73570;76
312;73549;76
313;73572;76
314;73413;76
315;73523;76
316;73494;76
317;68969;77
318;68965;77
319;68957;77
320;68976;77
321;68976;77
322;43283;78
323;43223;78
324;43286;78
325;43226;78
326;43183;78
327;43252;78
328;9397;79
329;9471;79
330;9384;79
331;9324;79
332;9412;79
333;9456;79
334;84217;80
335;64769;81
336;64756;81
337;64786;81
338;46279;82
339;46389;82
340;46298;82
341;38578;83
342;38554;83
343;38554;83
344;38630;83
345;38625;83
346;47595;84
347;47571;84
348;47595;84
349;47580;84
350;47572;84
351;47572;84
352;47580;84
353;45650;85
354;45637;85
355;23374;86
356;23363;86
357;23383;86
358;38890;87
359;38834;87
360;38940;87
361;38923;87
362;38872;87
363;78349;88
364;78347;88
365;78345;88
366;69447;89
367;69480;89
368;69478;89
369;69434;89
370;60164;90
371;60164;90
372;54218;91
373;54210;91
374;54210;91
375;54213;91
376;54220;91
377;54221;91
378;54221;91
379;76719;92
380;76751;92
381;76693;92
382;68125;93
383;68070;93
384;68101;93
385;68026;93
386;16580;94
387;16580;94
388;16578;94
389;16578;94
390;25170;95
391;25214;95
392;12324;96
393;12250;96
394;12299;96
395;12218;96
396;74510;97
397;74522;97
398;74528;97
399;60098;98
400;60123;98
401;60083;98
402;60123;98
403;60118;98
404;39859;99
405;39873;99
406;39829;99
407;39825;99
408;51816;100
409;51814;100
410;51716;100
411;51726;100
412;24390;101
413;24387;101
414;24391;101
415;81365;102
416;81372;102
417;81319;102
418;81342;102
419;81374;102
420;81325;102
421;42922;103
422;42928;103
423;42902;103
424;42966;103
425;42942;103
426;42913;103
427;47868;104
428;47817;104
429;47820;104
430;47843;104
431;54038;105
432;54076;105
433;54092;105
434;78684;106
435;78700;106
436;78719;106
437;78643;106
438;78702;106
439;78670;106
440;78689;106
441;86851;107
442;86798;107
443;86778;107
444;86811;107
445;86868;107
446;86868;107
447;86808;107
448;38537;108
449;38542;108
450;95147;109
451;73745;110
452;73787;110
453;44056;111
454;44158;111
455;75344;112
456;75367;112
457;75362;112
458;75366;112
459;75375;112
460;84409;113
461;84458;113
462;84416;113
463;84386;113
464;3815;114
465;3806;114
466;3835;114
467;3837;114
468;3816;114
469;3753;114
470;95551;115
471;95442;115
472;95507;115
473;88734;116
474;88735;116
475;88735;116
476;88736;116
477;88735;116
478;88736;116
479;88736;116
480;19283;117
481;19275;117
482;19295;117
483;19291;117
484;19292;117
485;19264;117
486;19263;117
487;56323;118
488;56308;118
489;56320;118
490;64076;119
491;38620;120
492;38606;120
493;38557;120
494;38577;120
495;38595;120
496;38569;120
497;40621;121
498;40663;121
499;40618;121
500;40619;121
501;54666;122
502;73820;123
503;73803;123
504;73824;123
505;73810;123
506;73816;123
507;73799;123
508;73820;123
509;38333;124
510;38380;124
511;38366;124
512;38309;124
513;24076;125
514;24084;125
515;24078;125
516;24077;125
517;24077;125
518;24078;125
519;24079;125
520;45188;126
521;45202;126
522;45196;126
523;45203;126
524;45196;126
525;45184;126
526;45197;126
527;39733;127
528;39723;127
529;50392;128
530;50398;128
531;50327;128
532;50419;128
533;24409;129
534;24408;129
535;24411;129
536;24402;129
537;1590;130
538;1538;130
539;46056;131
540;46039;131
541;46056;131
542;46038;131
543;46042;131
544;46077;131
545;46042;131
546;43219;132
547;43244;132
548;43257;132
549;43204;132
550;43221;132
551;9134;133
552;9150;133
553;9140;133
554;9164;133
555;9110;133
556;9085;133
557;54092;134
558;62568;135
559;62569;135
560;62534;135
561;62554;135
562;62580;135
563;62548;135
564;62559;135
565;64801;136
566;64798;136
567;64799;136
568;62708;137
569;9185;138
570;9188;138
571;74549;139
572;36285;140
573;36287;140
574;735;141
575;736;141
576;18545;142
577;18474;142
578;18443;142
579;18447;142
580;3793;143
581;3767;143
582;3772;143
583;61668;144
584;61673;144
585;61707;144
586;61715;144
587;61721;144
588;61694;144
589;61677;144
590;69383;145
591;69375;145
592;69365;145
593;69374;145
594;69369;145
595;69373;145
596;69423;145
597;79775;146
598;79718;146
599;79687;146
600;79683;146
601;47651;147
602;95833;148
603;95863;148
604;95895;148
605;95885;148
606;95841;148
607;65412;149
608;65493;149
609;65428;149
610;65428;149
611;65370;149
612;95842;150
613;95893;150
614;95900;150
615;95920;150
616;92685;151
617;92661;151
618;26791;152
619;26827;152
620;44097;153
621;44097;153
622;44050;153
623;44052;153
624;68298;154
625;68311;154
626;68287;154
627;68310;154
628;68310;154
629;68275;154
630;68279;154
631;9199;155
632;9199;155
633;36897;156
634;36889;156
635;36893;156
636;61467;157
637;36808;158
638;36791;158
639;36734;158
640;36878;158
641;36877;158
642;21605;159
643;21660;159
644;21606;159
645;21656;159
646;21649;159
647;21602;159
648;95092;160
649;95126;160
650;50241;161
651;50278;161
652;66292;162
653;66309;162
654;66412;162
655;66418;162
656;43207;163
657;43257;163
658;43200;163
659;42742;164
660;42720;164
661;42667;164
662;76110;165
663;76151;165
664;76088;165
665;76088;165
666;80595;166
667;80567;166
668;80600;166
669;80586;166
670;80600;166
671;80580;166
672;80572;166
673;56945;167
674;56979;167
675;56990;167
676;56976;167
677;56988;167
678;5110;168
679;5103;168
680;5135;168
681;5099;168
682;30276;169
683;55426;170
684;55419;170
685;55376;170
686;55498;170
687;55497;170
688;55433;170
689;25505;171
690;25471;171
691;25455;171
692;25531;171
693;37251;172
694;37265;172
695;37235;172
696;27637;173
697;27636;173
698;62214;174
699;62214;174
700;56744;175
701;56728;175
702;56740;175
703;19482;176
704;47404;177
705;47483;177
706;16741;178
707;16738;178
708;45415;179
709;45445;179
710;45424;179
711;64121;180
712;64128;180
713;26364;181
714;26442;181
715;26407;181
716;32212;182
717;32315;182
718;32211;182
719;32292;182
720;25315;183
721;25277;183
722;25339;183
723;67189;184
724;67191;184
725;67183;184
726;67170;184
727;67165;184
728;67164;184
729;67188;184
730;12437;185
731;12433;185
732;12428;185
733;12435;185
734;71755;186
735;71783;186
736;71775;186
737;71749;186
738;71787;186
739;28803;187
740;28874;187
741;1906;188
742;1895;188
743;1984;188
744;72979;189
745;72981;189
746;72981;189
747;6940;190
748;6881;190
749;6940;190
750;6844;190
751;6873;190
752;6765;190
753;4796;191
754;84372;192
755;84374;192
756;84373;192
757;84371;192
758;84377;192
759;84376;192
760;29224;193
761;5705;194
762;5704;194
763;5679;194
764;7460;195
765;7460;195
766;7460;195
767;33206;196
768;33135;196
769;87638;197
770;87594;197
771;87622;197
772;87603;197
773;87699;197
774;94980;198
775;94989;198
776;67397;199
777;67441;199
778;67419;199
779;67504;199
780;67493;199
781;24071;200
782;2237;201
783;2247;201
784;41253;202
785;41260;202
786;68964;203
787;68962;203
788;68993;203
789;68962;203
790;42868;204
791;42884;204
792;42869;204
793;28212;205
794;28156;205
795;28213;205
796;28193;205
797;93404;206
798;93466;206
799;93396;206
800;93463;206
801;93467;206
802;93391;206
803;93386;206
804;59184;207
805;30662;208
806;30662;208
807;30663;208
808;30662;208
809;30664;208
810;38682;209
811;55612;210
812;94877;211
813;94772;211
814;94860;211
815;64565;212
816;65783;213
817;86113;214
818;86136;214
819;86130;214
820;86116;214
821;21932;215
822;21931;215
823;21972;215
824;21934;215
825;21981;215
826;2061;216
827;2017;216
828;32465;217
829;32423;217
830;7992;218
831;8013;218
832;8023;218
833;7968;218
834;7993;218
835;7960;218
836;8013;218
837;55821;219
838;55876;219
839;55862;219
840;55816;219
841;55860;219
842;56330;220
843;56316;220
844;56327;220
845;56313;220
846;56290;220
847;56296;220
848;35081;221
849;35068;221
850;36451;222
851;36436;222
852;36392;222
853;36515;222
854;12200;223
855;12173;223
856;12198;223
857;65607;224
858;65593;224
859;18700;225
860;18747;225
861;18680;225
862;18689;225
863;18723;225
864;18714;225
865;18666;225
866;5692;226
867;5662;226
868;5692;226
869;50978;227
870;50987;227
871;51015;227
872;50969;227
873;50973;227
874;65786;228
875;64556;229
876;64491;229
877;64530;229
878;64538;229
879;64524;229
880;14370;230
881;14369;230
882;14371;230
883;14371;230
884;60968;231
885;33576;232
886;33633;232
887;33631;232
888;33521;232
889;24709;233
890;24744;233
891;24739;233
892;24723;233
893;24711;233
894;48863;234
895;48885;234
896;48873;234
897;48899;234
898;48857;234
899;48869;234
900;48879;234
901;74529;235
902;74519;235
903;74511;235
904;74517;235
905;25027;236
906;25006;236
907;25018;236
908;24992;236
909;24961;236
910;24969;236
911;25011;236
912;13145;237
913;13252;237
914;13194;237
915;13164;237
916;13224;237
917;34348;238
918;23223;239
919;23147;239
920;32416;240
921;32427;240
922;32456;240
923;32431;240
924;32423;240
925;32409;240
926;32453;240
927;80576;241
928;80570;241
929;80595;241
930;80599;241
931;21541;242
932;21538;242
933;89300;243
934;89292;243
935;89267;243
936;89274;243
937;2043;244
938;73707;245
939;89651;246
940;89665;246
941;89619;246
942;89677;246
943;19543;247
944;19657;247
945;19660;247
946;19545;247
947;19634;247
948;19570;247
949;69365;248
950;69374;248
951;69391;248
952;69393;248
953;69414;248
954;69364;248
955;91893;249
956;91921;249
957;91840;249
958;91851;249
959;74905;250
960;74873;250
961;74891;250
962;74935;250
963;74896;250
964;74885;250
965;74911;250
966;35917;251
967;35923;251
968;34044;252
969;34036;252
970;78556;253
971;78535;253
972;20454;254
973;20483;254
974;20464;254
975;20392;254
976;91607;255
977;91572;255
978;91569;255
979;91591;255
980;91580;255
981;91618;255
982;10423;256
983;10266;256
984;10306;256
985;10345;256
986;10330;256
987;10409;256
988;10326;256
989;5065;257
990;4944;257
991;4510;258
992;4494;258
993;4529;258
994;76236;259
995;76235;259
996;76246;259
997;76242;259
998;76241;259
999;76248;259
1000;22059;260
1001;22056;260
1002;22080;260
1003;22012;260
1004;19166;261
1005;19163;261
1006;72994;262
1007;72987;262
1008;49596;263
1009;49547;263
1010;49652;263
1011;49577;263
1012;34346;264
1013;34326;264
1014;34308;264
1015;34339;264
1016;34330;264
1017;34296;264
1018;34360;264
1019;75017;265
1020;75018;265
1021;75022;265
1022;75016;265
1023;75022;265
1024;89977;266
1025;89977;266
1026;90008;266
1027;48385;267
1028;48384;267
1029;48385;267
1030;24369;268
1031;24360;268
1032;24380;268
1033;75145;269
1034;75131;269
1035;75119;269
1036;75146;269
1037;75124;269
1038;75129;269
1039;77185;270
1040;77189;270
1041;77174;270
1042;77190;270
1043;41379;271
1044;41365;271
1045;41350;271
1046;41279;271
1047;41314;271
1048;12965;272
1049;12948;272
1050;12955;272
1051;12933;272
1052;12876;272
1053;12954;272
1054;93568;273
1055;93621;273
1056;93571;273
1057;93590;273
1058;93594;273
1059;93593;273
1060;93613;273
1061;6029;274
1062;6083;274
1063;6088;274
1064;6091;274
1065;6180;274
1066;6105;274
1067;6056;274
1068;95064;275
1069;95018;275
1070;95112;275
1071;95096;275
1072;95058;275
1073;95075;275
1074;11173;276
1075;70094;277
1076;70091;277
1077;70092;277
1078;70099;277
1079;70122;277
1080;70082;277
1081;70095;277
1082;47886;278
1083;47929;278
1084;47898;278
1085;47892;278
1086;47903;278
1087;47906;278
1088;55298;279
1089;55336;279
1090;55350;279
1091;66875;280
1092;66995;280
1093;66985;280
1094;12860;281
1095;12806;281
1096;12800;281
1097;12806;281
1098;12775;281
1099;93651;282
1100;93622;282
1101;27385;283
1102;57106;284
1103;57105;284
1104;57133;284
1105;4010;285
1106;3999;285
1107;58214;286
1108;58154;286
1109;17226;287
1110;17251;287
1111;17266;287
1112;17270;287
1113;17232;287
1114;17258;287
1115;17770;288
1116;17756;288
1117;17764;288
1118;66119;289
1119;66002;289
1120;66150;289
1121;65981;289
1122;66005;289
1123;66107;289
1124;66136;289
1125;21412;290
1126;21408;290
1127;21418;290
1128;47367;291
1129;47262;291
1130;47294;291
1131;47378;291
1132;47371;291
1133;56156;292
1134;56124;292
1135;50865;293
1136;50942;293
1137;50831;293
1138;50796;293
1139;50948;293
1140;50921;293
1141;56098;294
1142;56094;294
1143;56081;294
1144;56088;294
1145;56110;294
1146;16743;295
1147;16746;295
1148;16733;295
1149;16734;295
1150;63592;296
1151;63563;296
1152;63490;296
1153;63546;296
1154;67565;297
1155;8791;298
1156;29056;299
1157;29056;299
1158;29056;299
1159;29056;299
1160;29059;299
1161;29057;299
1162;90664;300
1163;57706;301
1164;57812;301
1165;57743;301
1166;57686;301
1167;65763;302
1168;65764;302
1169;65750;302
1170;65767;302
1171;65733;302
1172;65739;302
1173;65719;302
1174;3638;303
1175;3619;303
1176;3547;303
1177;3621;303
1178;3637;303
1179;3619;303
1180;28247;304
1181;28220;304
1182;28227;304
1183;15756;305
1184;15805;305
1185;59432;306
1186;59532;306
1187;59439;306
1188;13342;307
1189;13296;307
1190;12769;308
1191;12734;308
1192;12751;308
1193;12748;308
1194;77807;309
1195;77845;309
1196;77873;309
1197;1991;310
1198;1932;310
1199;1885;310
1200;1872;310
1201;1853;310
1202;1914;310
1203;1829;310
1204;76540;311
1205;76521;311
1206;76504;311
1207;76515;311
1208;76510;311
1209;76529;311
1210;40208;312
1211;40209;312
1212;40208;312
1213;61044;313
1214;61037;313
1215;61048;313
1216;61048;313
1217;61033;313
1218;61038;313
1219;61038;313
1220;9859;314
1221;9918;314
1222;9979;314
1223;9944;314
1224;9975;314
1225;47886;315
1226;47892;315
1227;47904;315
1228;63275;316
1229;50719;317
1230;50762;317
1231;50749;317
1232;39191;318
1233;39170;318
1234;39205;318
1235;39192;318
1236;39193;318
1237;12522;319
1238;12520;319
1239;12477;319
1240;22048;320
1241;22028;320
1242;22130;320
1243;22106;320
1244;22071;320
1245;13352;321
1246;13369;321
1247;13311;321
1248;13314;321
1249;35147;322
1250;35171;322
1251;35144;322
1252;35167;322
1253;35168;322
1254;35168;322
1255;2026;323
1256;2050;323
1257;2042;323
1258;2000;323
1259;2036;323
1260;2038;323
1261;722;324
1262;685;324
1263;724;324
1264;95440;325
1265;31474;326
1266;27156;327
1267;27068;327
1268;21466;328
1269;92801;329
1270;92837;329
1271;92808;329
1272;92825;329
1273;92753;329
1274;92816;329
1275;45996;330
1276;45995;330
1277;12596;331
1278;12616;331
1279;9764;332
1280;9796;332
1281;42215;333
1282;42234;333
1283;42185;333
1284;42328;333
1285;42638;334
1286;42609;334
1287;13346;335
1288;13441;335
1289;56324;336
1290;56324;336
1291;56296;336
1292;56289;336
1293;56333;336
1294;56337;336
1295;56301;336
1296;81370;337
1297;81351;337
1298;81320;337
1299;81339;337
1300;81318;337
1301;81325;337
1302;81337;337
1303;64118;338
1304;64118;338
1305;64118;338
1306;78426;339
1307;78460;339
1308;78513;339
1309;78508;339
1310;79091;340
1311;79076;340
1312;79037;340
1313;79048;340
1314;79108;340
1315;79013;340
1316;94950;341
1317;94885;341
1318;664;342
1319;30665;343
1320;30660;343
1321;30661;343
1322;30659;343
1323;30658;343
1324;30663;343
1325;30656;343
1326;56227;344
1327;49861;345
1328;25006;346
1329;25030;346
1330;25025;346
1331;75382;347
1332;75334;347
1333;8348;348
1334;8393;348
1335;74136;349
1336;74116;349
1337;74169;349
1338;74078;349
1339;74143;349
1340;48173;350
1341;48122;350
1342;48224;350
1343;48212;350
1344;48141;350
1345;21741;351
1346;21815;351
1347;21770;351
1348;21742;351
1349;21816;351
1350;21709;351
1351;57084;352
1352;57111;352
1353;57063;352
1354;57096;352
1355;57087;352
1356;57071;352
1357;56425;353
1358;56531;353
1359;56495;353
1360;51510;354
1361;51503;354
1362;92207;355
1363;80369;356
1364;58946;357
1365;58955;357
1366;59028;357
1367;59028;357
1368;9412;358
1369;9355;358
1370;9390;358
1371;9436;358
1372;9327;358
1373;9346;358
1374;4140;359
1375;4141;359
1376;4148;359
1377;4151;359
1378;4156;359
1379;25607;360
1380;35030;361
1381;35025;361
1382;35011;361
1383;35029;361
1384;35042;361
1385;34989;361
1386;35011;361
1387;30665;362
1388;68860;363
1389;68808;363
1390;68809;363
1391;68814;363
1392;88994;364
1393;39962;365
1394;39978;365
1395;72418;366
1396;72333;366
1397;72387;366
1398;20663;367
1399;20653;367
1400;20646;367
1401;20576;367
1402;20596;367
1403;54217;368
1404;54211;368
1405;62268;369
1406;62232;369
1407;62263;369
1408;62268;369
1409;62259;369
1410;62228;369
1411;62247;369
1412;53699;370
1413;53698;370
1414;53642;370
1415;24553;371
1416;24552;371
1417;9252;372
1418;9250;372
1419;9235;372
1420;9261;372
1421;84984;373
1422;85018;373
1423;37409;374
1424;37468;374
1425;37493;374
1426;37401;374
1427;37365;374
1428;30257;375
1429;30237;375
1430;75358;376
1431;75327;376
1432;75316;376
1433;75360;376
1434;75369;376
1435;75354;376
1436;30509;377
1437;25321;378
1438;25349;378
1439;56764;379
1440;56736;379
1441;56722;379
1442;44647;380
1443;44655;380
1444;65297;381
1445;65300;381
1446;65344;381
1447;65349;381
1448;65320;381
1449;26934;382
1450;26968;382
1451;26932;382
1452;67231;383
1453;67246;383
1454;67319;383
1455;67241;383
1456;67281;383
1457;66162;384
1458;66151;384
1459;66202;384
1460;66203;384
1461;66153;384
1462;66229;384
1463;54784;385
1464;54773;385
1465;61860;386
1466;26294;387
1467;26304;387
1468;26308;387
1469;26319;387
1470;26306;387
1471;26314;387
1472;26319;387
1473;52561;388
1474;52612;388
1475;52565;388
1476;52454;388
1477;52494;388
1478;52540;388
1479;72855;389
1480;42789;390
1481;16822;391
1482;16858;391
1483;16858;391
1484;16853;391
1485;16811;391
1486;27984;392
1487;28054;392
1488;28021;392
1489;27995;392
1490;27980;392
1491;53812;393
1492;53797;393
1493;53795;393
1494;53839;393
1495;53810;393
1496;53804;393
1497;53801;393
1498;77512;394
1499;77401;394
1500;77516;394
1501;77433;394
1502;77414;394
1503;86425;395
1504;86508;395
1505;86505;395
1506;86453;395
1507;24105;396
1508;24083;396
1509;24089;396
1510;24102;396
1511;61827;397
1512;61821;397
1513;61828;397
1514;61825;397
1515;61836;397
1516;61819;397
1517;61815;397
1518;81832;398
1519;81799;398
1520;5726;399
1521;5734;399
1522;75063;400
1523;75056;400
1524;75052;400
1525;75091;400
1526;57982;401
1527;57983;401
1528;57996;401
1529;57991;401
1530;57998;401
1531;57992;401
1532;57995;401
1533;81080;402
1534;81085;402
1535;81081;402
1536;81076;402
1537;81075;402
1538;73720;403
1539;73706;403
1540;73692;403
1541;92600;404
1542;92600;404
1543;92585;404
1544;92602;404
1545;92592;404
1546;92603;404
1547;92605;404
1548;62701;405
1549;62700;405
1550;27682;406
1551;27657;406
1552;27697;406
1553;27646;406
1554;27689;406
1555;49761;407
1556;49762;407
1557;49728;407
1558;49778;407
1559;49791;407
1560;49705;407
1561;40493;408
1562;40498;408
1563;40482;408
1564;40491;408
1565;40504;408
1566;40478;408
1567;86556;409
1568;86485;409
1569;88911;410
1570;3701;411
1571;3714;411
1572;45040;412
1573;45062;412
1574;45042;412
1575;45134;412
1576;62241;413
1577;62219;413
1578;62265;413
1579;62250;413
1580;10340;414
1581;38094;415
1582;38048;415
1583;38061;415
1584;38009;415
1585;75841;416
1586;75877;416
1587;75881;416
1588;77937;417
1589;77926;417
1590;77996;417
1591;77948;417
1592;89048;418
1593;89069;418
1594;88776;419
1595;9766;420
1596;9824;420
1597;92304;421
1598;92308;421
1599;92286;421
1600;39775;422
1601;39766;422
1602;52728;423
1603;52773;423
1604;52628;423
1605;52807;423
1606;52812;423
1607;91067;424
1608;91063;424
1609;91094;424
1610;91063;424
1611;8657;425
1612;8691;425
1613;8675;425
1614;8682;425
1615;65829;426
1616;18354;427
1617;45544;428
1618;45541;428
1619;45546;428
1620;45578;428
1621;45550;428
1622;45535;428
1623;45598;428
1624;26317;429
1625;73784;430
1626;35143;431
1627;35193;431
1628;35192;431
1629;35153;431
1630;35149;431
1631;55771;432
1632;55785;432
1633;16728;433
1634;16722;433
1635;16712;433
1636;73727;434
1637;73729;434
1638;73751;434
1639;44189;435
1640;44187;435
1641;44173;435
1642;44202;435
1643;44210;435
1644;89488;436
1645;89470;436
1646;89460;436
1647;89480;436
1648;89487;436
1649;89472;436
1650;48438;437
1651;48414;437
1652;48416;437
1653;22065;438
1654;22155;438
1655;22131;438
1656;13966;439
1657;40637;440
1658;82492;441
1659;82484;441
1660;82495;441
1661;82575;441
1662;92950;442
1663;44388;443
1664;44327;443
1665;44338;443
1666;44363;443
1667;44393;443
1668;44349;443
1669;44374;443
1670;27678;444
1671;27651;444
1672;27669;444
1673;27661;444
1674;30871;445
1675;30900;445
1676;30883;445
1677;41927;446
1678;41888;446
1679;41879;446
1680;41903;446
1681;11339;447
1682;11343;447
1683;25765;448
1684;25773;448
1685;25753;448
1686;25767;448
1687;1209;449
1688;87600;450
1689;87652;450
1690;87697;450
1691;34861;451
1692;34886;451
1693;34830;451
1694;34830;451
1695;34877;451
1696;55359;452
1697;55327;452
1698;55338;452
1699;55335;452
1700;55312;452
1701;91445;453
1702;91469;453
1703;91487;453
1704;91461;453
1705;91467;453
1706;91477;453
1707;18321;454
1708;18421;454
1709;22742;455
1710;22660;455
1711;64903;456
1712;64845;456
1713;64845;456
1714;87794;457
1715;87801;457
1716;87846;457
1717;29353;458
1718;29355;458
1719;29479;458
1720;29424;458
1721;24072;459
1722;24065;459
1723;45391;460
1724;45431;460
1725;38757;461
1726;38714;461
1727;38048;462
1728;19479;463
1729;19461;463
1730;19476;463
1731;93311;464
1732;93319;464
1733;93306;464
1734;93334;464
1735;66888;465
1736;66956;465
1737;66987;465
1738;66920;465
1739;66938;465
1740;56637;466
1741;56573;466
1742;56575;466
1743;56693;466
1744;56601;466
1745;56671;466
1746;49964;467
1747;49966;467
1748;49962;467
1749;49966;467
1750;49965;467
1751;42602;468
1752;42580;468
1753;42614;468
1754;42639;468
1755;72625;469
1756;72670;469
1757;72639;469
1758;72672;469
1759;9832;470
1760;80758;471
1761;80750;471
1762;80743;471
1763;22820;472
1764;38307;473
1765;38283;473
1766;38367;473
1767;38379;473
1768;74012;474
1769;74012;474
1770;74011;474
1771;74011;474
1772;74010;474
1773;678;475
1774;678;475
1775;667;475
1776;662;475
1777;664;475
1778;682;475
1779;667;475
1780;85949;476
1781;86056;476
1782;85930;476
1783;86030;476
1784;86046;476
1785;85966;476
1786;77591;477
1787;77589;477
1788;77661;477
1789;77616;477
1790;12570;478
1791;12583;478
1792;12568;478
1793;12542;478
1794;12556;478
1795;12581;478
1796;24704;479
1797;24623;479
1798;24651;479
1799;62594;480
1800;62597;480
1801;62600;480
1802;62595;480
1803;72467;481
1804;72602;481
1805;38780;482
1806;38780;482
1807;5306;483
1808;5289;483
1809;5212;483
1810;5238;483
1811;5311;483
1812;5308;483
1813;5281;483
1814;82923;484
1815;82938;484
1816;82923;484
1817;78537;485
1818;78527;485
1819;78531;485
1820;78533;485
1821;78532;485
1822;78546;485
1823;78532;485
1824;18057;486
1825;18035;486
1826;18049;486
1827;76224;487
1828;76158;487
1829;76208;487
1830;76188;487
1831;42892;488
1832;42833;488
1833;89843;489
1834;89890;489
1835;89846;489
1836;77631;490
1837;77644;490
1838;77622;490
1839;77563;490
1840;77654;490
1841;77549;490
1842;16689;491
1843;16672;491
1844;16600;491
1845;16623;491
1846;16652;491
1847;16629;491
1848;17808;492
1849;82288;493
1850;58432;494
1851;58482;494
1852;58482;494
1853;58444;494
1854;89973;495
1855;23767;496
1856;23796;496
1857;23766;496
1858;23783;496
1859;59301;497
1860;59324;497
1861;59260;497
1862;84073;498
1863;84084;498
1864;84033;498
1865;58282;499
1866;58259;499
1867;58366;499
1868;25638;500
1869;25702;500
1870;25678;500
1871;25638;500
